family,name,ret,dd,sharpe,wr,pf,trades,tpm,e1819,e2020,e2123,e2425,min_era,pos_years,passes,score,error
residual_sweep,rs_0,10.32,5.88,0.222,39.53,1.39,43.0,0.45,-0.16,-0.99,16.99,-5.53,-5.53,4.0,False,0.949,
residual_sweep,rs_1,7.79,8.61,0.17,38.89,1.248,54.0,0.56,-2.17,-1.95,15.49,-3.59,-3.59,2.0,False,2.533,
residual_sweep,rs_2,17.31,5.47,0.285,37.21,1.613,43.0,0.45,0.92,-0.64,21.86,-4.83,-4.83,5.0,False,2.475,
residual_sweep,rs_3,15.99,6.59,0.261,37.04,1.481,54.0,0.56,-1.09,-1.62,20.5,-1.8,-1.8,4.0,False,5.325,
residual_sweep,rs_4,7.02,6.12,0.165,35.29,1.319,34.0,0.35,1.94,-1.01,11.73,-5.65,-5.65,5.0,False,0.385,
residual_sweep,rs_5,4.33,6.62,0.109,33.33,1.165,42.0,0.44,0.91,-2.01,9.56,-4.14,-4.14,4.0,False,1.515,
residual_sweep,rs_6,11.13,6.12,0.204,32.35,1.476,34.0,0.35,3.04,-0.65,14.11,-5.36,-5.36,4.0,False,1.157,
residual_sweep,rs_7,9.19,7.88,0.172,30.95,1.333,42.0,0.44,2.02,-1.67,11.82,-2.99,-2.99,5.0,False,3.272,
residual_sweep,rs_8,16.69,3.92,0.357,46.43,2.155,28.0,0.29,-2.32,0.03,19.84,-0.86,-2.32,5.0,False,5.065,
residual_sweep,rs_9,16.37,5.86,0.343,45.95,1.905,37.0,0.39,-3.31,-0.95,19.6,1.03,-3.31,4.0,False,4.012,
residual_sweep,rs_10,21.72,3.14,0.361,42.86,2.394,28.0,0.29,-2.32,0.38,23.51,0.15,-2.32,5.0,False,5.576,
residual_sweep,rs_11,22.81,4.9,0.37,43.24,2.184,37.0,0.39,-3.31,-0.61,23.55,3.18,-3.31,4.0,False,4.71,
residual_sweep,rs_12,14.98,2.26,0.333,45.45,2.334,22.0,0.23,-1.28,0.03,17.38,-1.14,-1.28,5.0,False,5.882,
residual_sweep,rs_13,14.4,3.25,0.318,42.86,2.029,28.0,0.29,-1.28,-0.97,16.35,0.31,-1.28,4.0,True,25.794,
residual_sweep,rs_14,18.12,2.13,0.318,40.91,2.476,22.0,0.23,-1.28,0.38,19.68,-0.66,-1.28,4.0,False,6.166,
residual_sweep,rs_15,18.42,3.12,0.319,39.29,2.225,28.0,0.29,-1.28,-0.62,18.61,1.71,-1.28,3.0,True,26.198,
residual_sweep,rs_16,4.88,3.17,0.318,54.55,2.058,11.0,0.11,0.0,1.06,4.86,-1.04,-1.04,5.0,False,5.085,
residual_sweep,rs_17,4.59,4.04,0.254,50.0,1.55,20.0,0.21,-1.02,0.04,4.91,0.66,-1.02,5.0,False,4.95,
residual_sweep,rs_18,8.15,3.17,0.411,54.55,2.725,11.0,0.11,0.0,1.43,7.33,-0.6,-0.6,5.0,False,6.033,
residual_sweep,rs_19,9.12,4.38,0.39,50.0,2.071,20.0,0.21,-1.02,0.4,7.64,2.09,-1.02,5.0,False,5.675,
residual_sweep,rs_20,3.65,3.17,0.249,50.0,1.797,10.0,0.1,0.0,1.06,3.61,-1.03,-1.03,5.0,False,4.837,
residual_sweep,rs_21,3.13,4.38,0.192,43.75,1.428,16.0,0.17,0.0,0.04,2.8,0.28,0.0,4.0,False,5.697,
residual_sweep,rs_22,6.45,3.17,0.343,50.0,2.382,10.0,0.1,0.0,1.43,5.62,-0.59,-0.59,5.0,False,5.736,
residual_sweep,rs_23,6.72,4.38,0.322,43.75,1.904,16.0,0.17,0.0,0.4,4.78,1.54,0.0,5.0,False,6.316,
residual_sweep,rs_24,9.62,3.12,0.431,54.55,2.081,22.0,0.23,-0.14,0.03,7.08,2.66,-0.14,7.0,False,8.687,
residual_sweep,rs_25,6.34,5.04,0.262,46.67,1.468,30.0,0.31,-2.15,-0.96,7.01,2.44,-2.15,6.0,False,6.007,
residual_sweep,rs_26,16.36,3.12,0.559,54.55,2.798,22.0,0.23,0.94,0.39,11.24,3.79,0.39,7.0,False,10.143,
residual_sweep,rs_27,13.56,4.67,0.428,46.67,1.979,30.0,0.31,-1.07,-0.62,11.37,3.88,-1.07,6.0,True,28.142,
residual_sweep,rs_28,5.26,2.09,0.316,50.0,1.91,14.0,0.15,1.96,0.03,2.04,1.22,0.03,6.0,False,8.185,
residual_sweep,rs_29,2.24,3.04,0.131,40.0,1.235,20.0,0.21,0.93,-0.99,1.24,1.06,-0.99,4.0,False,4.494,
residual_sweep,rs_30,9.1,2.09,0.423,50.0,2.543,14.0,0.15,3.06,0.4,3.91,1.73,0.4,6.0,False,9.153,
residual_sweep,rs_31,6.31,2.67,0.284,40.0,1.651,20.0,0.21,2.05,-0.64,3.05,1.86,-0.64,5.0,False,5.559,
residual_sweep,rs_32,5.63,2.3,0.317,50.0,1.855,16.0,0.17,-2.3,0.03,5.34,2.56,-2.3,6.0,False,5.9,
residual_sweep,rs_33,3.52,4.24,0.182,43.48,1.343,23.0,0.24,-3.29,-0.95,5.38,2.38,-3.29,5.0,False,2.425,
residual_sweep,rs_34,9.98,2.3,0.434,50.0,2.498,16.0,0.17,-2.3,0.38,8.32,3.58,-2.3,6.0,False,6.569,
residual_sweep,rs_35,8.41,3.9,0.335,43.48,1.809,23.0,0.24,-3.29,-0.61,8.6,3.71,-3.29,5.0,False,3.22,
residual_sweep,rs_36,3.02,1.26,0.216,45.45,1.664,11.0,0.11,-1.26,0.03,3.06,1.2,-1.26,4.0,False,4.473,
residual_sweep,rs_37,1.09,2.3,0.077,37.5,1.15,16.0,0.17,-1.26,-0.97,2.28,1.05,-1.26,3.0,False,4.002,
residual_sweep,rs_38,5.64,1.26,0.315,45.45,2.228,11.0,0.11,-1.26,0.38,4.84,1.67,-1.26,4.0,False,4.933,
residual_sweep,rs_39,3.97,2.3,0.213,37.5,1.539,16.0,0.17,-1.26,-0.62,4.03,1.82,-1.26,3.0,False,4.562,
residual_sweep,rs_40,4.28,1.08,0.312,55.56,2.27,9.0,0.09,-1.08,1.05,3.1,1.21,-1.08,4.0,False,4.972,
residual_sweep,rs_41,2.19,2.3,0.139,43.75,1.309,16.0,0.17,-2.09,0.04,3.18,1.06,-2.09,4.0,False,3.411,
residual_sweep,rs_42,6.93,1.08,0.391,55.56,3.032,9.0,0.09,-1.08,1.41,4.91,1.7,-1.08,4.0,False,5.395,
residual_sweep,rs_43,5.41,2.3,0.265,43.75,1.753,16.0,0.17,-2.09,0.39,5.26,1.84,-2.09,4.0,False,3.985,
residual_sweep,rs_44,3.05,1.08,0.235,50.0,1.91,8.0,0.08,-1.08,1.05,1.88,1.2,-1.08,4.0,False,4.695,
residual_sweep,rs_45,1.12,2.36,0.084,38.46,1.184,13.0,0.14,-1.08,0.04,1.12,1.05,-1.08,3.0,False,4.2,
residual_sweep,rs_46,5.26,1.08,0.315,50.0,2.55,8.0,0.08,-1.08,1.41,3.26,1.67,-1.08,4.0,False,5.076,
residual_sweep,rs_47,3.59,2.3,0.205,38.46,1.583,13.0,0.14,-1.08,0.4,2.46,1.81,-1.08,4.0,False,4.689,
residual_sweep,rs_48,3.84,1.2,0.316,55.56,2.644,9.0,0.09,-1.2,1.05,2.78,1.21,-1.2,4.0,False,4.816,
residual_sweep,rs_49,1.9,2.2,0.145,42.86,1.373,14.0,0.15,-2.2,1.04,2.01,1.05,-2.2,4.0,False,3.275,
residual_sweep,rs_50,5.98,1.2,0.379,55.56,3.554,9.0,0.09,-1.2,1.41,4.09,1.68,-1.2,4.0,False,5.156,
residual_sweep,rs_51,4.31,2.2,0.256,42.86,1.842,14.0,0.15,-2.2,1.39,3.3,1.82,-2.2,4.0,False,3.738,
residual_sweep,rs_52,2.07,0.18,0.359,50.0,7.996,4.0,0.04,-0.18,1.06,0.0,1.19,-0.18,2.0,False,5.742,
residual_sweep,rs_53,1.18,1.75,0.157,37.5,1.572,8.0,0.08,-0.18,1.06,-0.75,1.05,-0.75,2.0,False,4.685,
residual_sweep,rs_54,2.87,0.18,0.373,50.0,10.696,4.0,0.04,-0.18,1.42,0.0,1.63,-0.18,2.0,False,5.85,
residual_sweep,rs_55,2.28,1.75,0.241,37.5,2.104,8.0,0.08,-0.18,1.42,-0.75,1.79,-0.75,2.0,False,4.96,
residual_sweep,rs_56,2.23,1.02,0.285,50.0,2.681,6.0,0.06,-0.18,1.06,0.16,1.19,-0.18,3.0,False,5.61,
residual_sweep,rs_57,0.31,1.73,0.036,36.36,1.077,11.0,0.11,-1.2,1.05,-0.58,1.04,-1.2,3.0,False,2.905,
residual_sweep,rs_58,3.44,1.02,0.343,50.0,3.588,6.0,0.06,-0.18,1.42,0.56,1.64,-0.18,3.0,False,5.847,
residual_sweep,rs_59,1.81,1.52,0.154,36.36,1.443,11.0,0.11,-1.2,1.41,-0.18,1.78,-1.2,3.0,False,4.291,
residual_sweep,rs_60,2.07,0.18,0.359,50.0,7.996,4.0,0.04,-0.18,1.06,0.0,1.19,-0.18,2.0,False,5.742,
residual_sweep,rs_61,1.18,1.75,0.157,37.5,1.572,8.0,0.08,-0.18,1.06,-0.75,1.05,-0.75,2.0,False,4.685,
residual_sweep,rs_62,2.87,0.18,0.373,50.0,10.696,4.0,0.04,-0.18,1.42,0.0,1.63,-0.18,2.0,False,5.85,
residual_sweep,rs_63,2.28,1.75,0.241,37.5,2.104,8.0,0.08,-0.18,1.42,-0.75,1.79,-0.75,2.0,False,4.96,
residual_sweep,rs_64,3.47,0.11,0.491,75.0,31.412,4.0,0.04,0.0,1.06,1.21,1.2,0.0,3.0,False,6.329,
residual_sweep,rs_65,1.53,1.25,0.168,44.44,1.531,9.0,0.09,-1.02,1.05,0.45,1.05,-1.02,3.0,False,4.472,
residual_sweep,rs_66,4.7,0.11,0.495,75.0,41.698,4.0,0.04,0.0,1.43,1.62,1.66,0.0,3.0,False,6.46,
residual_sweep,rs_67,3.05,1.25,0.266,44.44,2.05,9.0,0.09,-1.02,1.41,0.85,1.8,-1.02,3.0,False,4.82,
residual_sweep,rs_68,2.25,0.11,0.393,66.67,20.968,3.0,0.03,0.0,1.06,0.0,1.19,0.0,2.0,False,6.011,
residual_sweep,rs_69,1.36,1.75,0.182,42.86,1.726,7.0,0.07,0.0,1.06,-0.75,1.05,-0.75,2.0,False,4.751,
residual_sweep,rs_70,3.06,0.11,0.399,66.67,27.914,3.0,0.03,0.0,1.43,0.0,1.63,0.0,2.0,False,6.104,
residual_sweep,rs_71,2.47,1.75,0.261,42.86,2.309,7.0,0.07,0.0,1.43,-0.75,1.79,-0.75,2.0,False,5.018,
residual_sweep,rs_72,1.1,7.74,0.046,35.0,1.044,40.0,0.42,-2.31,-1.95,8.21,-2.86,-2.86,3.0,False,1.34,
residual_sweep,rs_73,-0.56,9.9,0.001,35.29,0.981,51.0,0.53,-2.31,-3.22,7.21,-2.24,-3.22,3.0,False,0.722,
residual_sweep,rs_74,1.99,9.71,0.064,30.0,1.073,40.0,0.42,-1.25,-1.62,6.86,-1.99,-1.99,2.0,False,2.335,
residual_sweep,rs_75,1.5,11.43,0.052,31.37,1.047,51.0,0.53,-1.25,-2.92,6.16,-0.5,-2.92,3.0,False,1.338,
residual_sweep,rs_76,1.2,7.13,0.05,32.26,1.06,31.0,0.32,-0.26,-1.99,6.58,-3.13,-3.13,3.0,False,1.091,
residual_sweep,rs_77,-1.37,9.0,-0.025,30.77,0.944,39.0,0.41,-0.26,-2.98,4.7,-2.84,-2.98,3.0,False,0.838,
residual_sweep,rs_78,3.01,8.18,0.091,29.03,1.142,31.0,0.32,0.82,-1.66,6.58,-2.73,-2.73,3.0,False,2.752,
residual_sweep,rs_79,1.15,10.7,0.045,28.21,1.045,39.0,0.41,0.82,-2.66,4.68,-1.69,-2.66,4.0,False,1.549,
residual_sweep,rs_80,1.68,8.27,0.064,34.38,1.085,32.0,0.33,-4.42,-1.91,9.82,-1.81,-4.42,3.0,False,-0.127,
residual_sweep,rs_81,1.04,9.49,0.044,35.71,1.044,42.0,0.44,-4.42,-3.15,9.83,-1.21,-4.42,3.0,False,-0.231,
residual_sweep,rs_82,1.0,8.81,0.042,28.12,1.047,32.0,0.33,-4.42,-1.57,7.91,-0.92,-4.42,2.0,False,-0.239,
residual_sweep,rs_83,1.55,9.63,0.054,30.95,1.061,42.0,0.44,-4.42,-2.82,8.24,0.55,-4.42,3.0,False,-0.16,
residual_sweep,rs_84,1.15,7.3,0.049,30.77,1.069,26.0,0.27,-3.41,-1.93,8.55,-2.06,-3.41,3.0,False,0.804,
residual_sweep,rs_85,-0.41,8.23,0.002,30.3,0.98,33.0,0.34,-3.41,-2.88,7.7,-1.82,-3.41,3.0,False,0.554,
residual_sweep,rs_86,1.86,7.4,0.064,26.92,1.106,26.0,0.27,-3.41,-1.59,8.48,-1.63,-3.41,2.0,False,1.905,
residual_sweep,rs_87,1.05,9.02,0.043,27.27,1.05,33.0,0.34,-3.41,-2.54,7.64,-0.63,-3.41,2.0,False,0.782,
residual_sweep,rs_88,6.11,2.13,0.259,44.44,1.623,18.0,0.19,-1.1,0.03,8.24,-1.05,-1.1,4.0,False,5.028,
residual_sweep,rs_89,6.91,3.12,0.272,46.15,1.55,26.0,0.27,-1.1,-0.97,8.31,0.67,-1.1,3.0,True,25.134,
residual_sweep,rs_90,5.89,3.57,0.227,38.89,1.551,18.0,0.19,-1.1,0.38,7.2,-0.59,-1.1,3.0,False,4.942,
residual_sweep,rs_91,7.94,4.55,0.275,42.31,1.592,26.0,0.27,-1.1,-0.62,7.59,2.07,-1.1,2.0,True,25.243,
residual_sweep,rs_92,5.96,2.13,0.26,43.75,1.683,16.0,0.17,-1.1,0.03,8.09,-1.05,-1.1,4.0,False,5.015,
residual_sweep,rs_93,5.43,3.12,0.227,40.91,1.475,22.0,0.23,-1.1,-0.97,7.22,0.28,-1.1,3.0,False,4.896,
residual_sweep,rs_94,5.32,4.07,0.212,37.5,1.553,16.0,0.17,-1.1,0.38,6.63,-0.59,-1.1,3.0,False,4.855,
residual_sweep,rs_95,5.58,5.52,0.21,36.36,1.455,22.0,0.23,-1.1,-0.62,5.78,1.52,-1.1,2.0,False,4.877,
residual_sweep,rs_96,0.28,5.08,0.023,40.91,1.024,22.0,0.23,-1.19,-0.98,0.01,2.43,-1.19,5.0,False,2.885,
residual_sweep,rs_97,-1.76,6.04,-0.077,37.93,0.887,29.0,0.3,-1.19,-1.96,0.15,1.25,-1.96,4.0,False,1.707,
residual_sweep,rs_98,4.44,4.74,0.205,40.91,1.368,22.0,0.23,-0.12,-0.63,1.79,3.4,-0.63,5.0,False,5.223,
residual_sweep,rs_99,2.92,5.7,0.127,37.93,1.184,29.0,0.3,-0.12,-1.63,2.2,2.47,-1.63,5.0,True,23.914,
residual_sweep,rs_100,0.54,4.1,0.042,40.0,1.069,15.0,0.16,0.89,-1.0,-0.53,1.17,-1.0,3.0,False,3.142,
residual_sweep,rs_101,-2.38,6.24,-0.137,33.33,0.793,21.0,0.22,0.89,-2.0,-1.25,-0.01,-2.0,2.0,False,1.484,
residual_sweep,rs_102,3.34,3.75,0.187,40.0,1.424,15.0,0.16,1.98,-0.64,0.37,1.64,-0.64,4.0,False,5.064,
residual_sweep,rs_103,0.65,5.06,0.041,33.33,1.055,21.0,0.22,1.98,-1.67,-0.38,0.72,-1.67,4.0,False,2.48,
residual_sweep,rs_104,-2.28,5.28,-0.146,35.29,0.761,17.0,0.18,-3.33,-0.95,-0.37,2.37,-3.33,3.0,False,0.154,
residual_sweep,rs_105,-4.26,6.23,-0.239,33.33,0.676,24.0,0.25,-3.33,-1.92,-0.23,1.21,-3.33,2.0,False,-0.23,
residual_sweep,rs_106,0.2,4.94,0.019,35.29,1.021,17.0,0.18,-3.33,-0.61,0.88,3.26,-3.33,3.0,False,0.732,
residual_sweep,rs_107,-1.25,5.9,-0.052,33.33,0.906,24.0,0.25,-3.33,-1.58,1.28,2.37,-3.33,3.0,False,0.445,
residual_sweep,rs_108,-2.64,4.27,-0.203,30.77,0.649,13.0,0.14,-2.3,-0.96,-0.51,1.13,-2.3,2.0,False,1.029,
residual_sweep,rs_109,-5.46,6.41,-0.377,26.32,0.509,19.0,0.2,-2.3,-1.94,-1.21,-0.01,-2.3,1.0,False,0.399,
residual_sweep,rs_110,-0.99,3.93,-0.06,30.77,0.869,13.0,0.14,-2.3,-0.62,0.36,1.57,-2.3,2.0,False,1.48,
residual_sweep,rs_111,-3.57,5.23,-0.21,26.32,0.681,19.0,0.2,-2.3,-1.6,-0.36,0.69,-2.3,2.0,False,0.922,
residual_sweep,rs_112,-0.37,2.09,-0.026,40.0,0.931,10.0,0.1,-1.08,0.03,-0.47,1.16,-1.08,3.0,False,2.831,
residual_sweep,rs_113,-1.36,3.56,-0.088,37.5,0.831,16.0,0.17,-1.08,-0.97,-0.33,1.02,-1.08,2.0,False,2.608,
